fiscal_year,year,month,month_numeric,data_from_table,released_on,updated_on,data_source,data_url,period_date,gross_mobilisation_private_sector_inr_crore,gross_mobilisation_public_sector_inr_crore,gross_mobilisation_total_inr_crore,redemption_private_sector_inr_crore,redemption_public_sector_inr_crore,redemption_total_inr_crore,net_inflow_private_sector_inr_crore,net_inflow_public_sector_inr_crore,net_inflow_total_inr_crore,assets_at_end_of_period_inr_crore
2018-19,2018,November,11,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2018-11-01,1588398.3200422,351181.89506168,1939580.2151038,1462592.7658333,334628.9440584,1797221.7098918,125805.554208864,16552.951003275,142358.505212139,2403134.38804089
2018-19,2018,December,12,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2018-12-01,1656191.0642386,385549.93679372,2041741.0010324,1764970.2309034,413721.33083412,2178691.5617375,-108779.166664774,-28171.394040396,-136950.56070517,2285911.71053654
2018-19,2019,January,1,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2019-01-01,1942529.6331534,480153.77714451,2422683.4102979,1899862.4844001,457382.28380554,2357244.7682056,42667.148753351,22771.493338966,65438.642092318,2337117.96215915
2018-19,2019,February,2,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2019-02-01,1537592.8817133494,413232.1950142067,1950825.076727558,1557020.533495076,413887.4450580068,1970907.9785530828,-19427.65178172663,-655.2500438001007,-20082.901825524867,2316403.47080294
2018-19,2019,March,3,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2019-03-01,1703696.7225550413,403497.59104051813,2107194.3135955557,1701757.7654434144,427793.35744243674,2129551.1228858493,1938.9571116268635,-24295.766401918605,-22356.809290293604,2379662.947
2019-20,2019,April,4,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2019-04-01,1507089.103,366427.0365,1873516.14,1441199.095,331857.3139,1773056.409,65890.00833,34569.7226,100459.7309,2478756.933
2019-20,2019,May,5,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2019-05-01,1875772.218,411518.2901,2287290.508,1812445.132,397855.5727,2210300.705,63327.08557,13662.7074,76989.793,2593559.629
2019-20,2019,June,6,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2019-06-01,1537277.078,330202.7643,1867479.842,1668162.668,359131.588,2027294.256,-130885.58997,-28928.82368,-159814.41364,2425040.371
2019-20,2019,July,7,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2019-07-01,1892206.557,416448.1512,2308654.708,1825965.488,395601.4921,2221566.98,66241.06856,20846.66903,87087.73754,2453626.377
2019-20,2019,August,8,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2019-08-01,1568564.148,352027.5809,1920591.732,1484412.632,333640.8313,1818053.46,84151.56711,18386.7497,102538.3168,2547593.722
2019-20,2019,September,9,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2019-09-01,1378402.407,305433.378,1683835.78,1501961.761,333664.185,1835625.95,-123559.40453,-28230.80741,-151790.21189,2450786.76
2019-20,2019,October,10,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2019-10-01,1179775.189,313399.85,1493175.04,1080115.214,279577.919,1359693.13,99659.97733,33821.93047,133481.90779,2632824.434
2019-20,2019,November,11,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2019-11-01,693202.62,189031.417,882234.04,651616.21,176198.645,827814.85,41586.4114,12832.77347,54419.1849,2704699.414
2019-20,2019,December,12,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2019-12-01,883907.94,266673.472,1150581.41,934809.12,277269.37,1212078.49,-50901.1794,-10595.89894,-61497.0784,2654074.752
2019-20,2020,January,1,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2020-01-01,837017.17,314658.006,1151675.17,753455.96,278070.668,1031526.63,83561.2004,36587.33812,120148.5386,2785803.67
2019-20,2020,February,2,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2020-02-01,646414.54,235873.298,882287.85,647579.85,236693.515,884273.37,-1165.3057,-820.21666,-1985.5224,2722937.394
2019-20,2020,March,3,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2020-03-01,990361.52,321774.03,1312135.55,1164207.93,360664.79000000004,1524872.72,-173846.40369,-38890.75352999999,-212737.15722,2226202.865
2020-21,2020,April,4,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2020-04-01,614258.1871,206442.2309,820700.418,593456.6231,181244.3076,774700.9307,20801.56393,25197.9233,45999.48723,2393485.543
2020-21,2020,May,5,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2020-05-01,619156.4729,246977.1491,866133.6220000001,562437.9669,232882.1424,795320.1093,56718.50607,14095.0067,70813.51277,2454757.53
2020-21,2020,June,6,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2020-06-01,711244.241,249561.2634,960805.5044,701503.31,252036.224,953539.534,9740.93206,-2474.96056,7265.9715,2548848.434
2020-21,2020,July,7,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2020-07-01,518550.881,192070.1494,710621.0304,462909.77,157898.9715,620808.741,55641.10914,34171.1778,89812.287,2711894.15
2020-21,2020,August,8,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2020-08-01,404939.098,151656.2072,556595.3052000001,414119.41,157028.7545,571148.165,-9180.3112,-5372.53724,-14552.8485,2749388.53
2020-21,2020,September,9,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2020-09-01,496584.971,169773.8626,666358.8336,534398.207,184051.8357,718450.043,-37813.23503,-14277.98311,-52091.2181,2685981.915
2020-21,2020,October,10,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2020-10-01,470512.672,172724.8222,643237.4942000001,391937.762,152723.7332,544661.495,78574.90863,20001.08903,98575.9976,2822940.874
2020-21,2020,November,11,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2020-11-01,881629.523,-315250.5918,566378.9312,843327.444,-304142.6279,539184.816,38302.0886,-11107.96346,27194.1251,3000904.44
2020-21,2020,December,12,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2020-12-01,615217.769277568,141353.7686366376,756571.5379142056,615323.1265110094,138280.3724546875,753603.4989656964,-105.36623347288696,3073.3957219501754,2968.029548477265,3102475.3625558796
2020-21,2021,January,1,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2021-01-01,512121.406,135164.906,647286.312,549476.236,133397.173,682873.409,-37354.83,1767.73424,-35587.0957,3050130.074
2020-21,2021,February,2,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2021-02-01,492558.85,108711.719,601270.569,491300.681,105879.786,597180.467,1258.1683,2831.93209,4090.1004,3164113.724
2020-21,2021,March,3,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2021-03-01,678744.508,164462.833,843207.341,712950.176,160002.56,872952.736,-34205.6676,4460.27288,-29745.3947,3142763.54
2021-22,2021,April,4,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2021-04-01,531397.4997,133300.3509,664697.8506,450794.0408,120997.4125,571791.4533,80603.45905,12302.93838,92906.39743,3237985.081157308
2021-22,2021,May,5,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2021-05-01,468981.5413,123396.829,592378.3704,506231.664,124748.4663,630980.1307,-37250.12261,-1351.63724,-38601.75986,3305659.824
2021-22,2021,June,6,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2021-06-01,566892.896,139213.056,706105.952,549358.4482,141427.2801,690785.728,17534.4475,-2214.224096,15320.22341,3366876.567
2021-22,2021,July,7,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2021-07-01,647424.346,146205.6774,793630.024,556000.183,123374.6205,679374.803,91424.16416,22831.056916,114255.22112,3531852.869
2021-22,2021,August,8,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2021-08-01,589018.038,180059.9766,769078.014,572811.656,163290.2128,736101.87,16206.3801,16769.76379,32976.1439,3659445.048
2021-22,2021,September,9,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2021-09-01,612546.339,171853.8101,784400.149,656615.198,175042.1878,831657.385,-44068.8582,-3188.37775,-47257.236,3673893.17
2021-22,2021,October,10,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2021-10-01,589217.1371524753,161816.20761493943,751033.344767415,561199.0148765361,151559.30526356027,712758.3201400964,28018.132276042394,10256.902351379591,38275.03462742199,3733203.762683215
2021-22,2021,November,11,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2021-11-01,627736.4037942337,175513.22282236232,803249.6266165953,597693.0799522032,159391.33967406664,757084.4196262695,30043.30384193707,16121.883148295296,46165.18699023238,3733701.834716879
2021-22,2021,December,12,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2021-12-01,693947.098145307,220985.77027791413,914932.8684232216,710651.8257004572,208492.82723059296,919144.6529310504,-16704.73755513929,12492.94304732111,-4211.79450781818,3772696.315468458
2021-22,2022,January,1,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-01-01,593735.7319857487,194436.09153092094,788171.8235166697,562423.2467809748,190496.89050314506,752920.1372841196,31312.52520476203,3939.2010277760273,35251.72623253806,3801209.6275439532
2021-22,2022,February,2,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-02-01,567329.2147821095,198438.25005472405,765767.464836834,547227.7158447299,187006.29142808262,734234.0072728135,20101.448937378766,11431.958626640786,31533.40756401955,3756295.9651539256
2021-22,2022,March,3,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-03-01,714051.4941401258,270007.56769913924,984059.0618392657,782984.796845099,270957.2759005523,1053942.072745651,-68933.28270498099,-949.7082014128246,-69883.0009063938,3756682.59
2022-23,2022,April,4,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-04-01,597908.8323930169,219135.4004297645,817044.2328227814,540189.3138703058,204008.31443148505,744197.6283017908,57719.518522711136,15127.085998279481,72846.60452099062,3803683.1910882546
2022-23,2022,May,5,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-05-01,587970.0171850917,253805.56940329642,841775.5865883881,593496.0144771825,255811.95236492544,849307.966842108,-5525.977292090814,-2006.3829616289568,-7532.360253719773,3722010.0557645294
2022-23,2022,June,6,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-06-01,640780.227332446,284902.530189095,925682.7575215411,706549.0492711384,288985.79440839513,995534.8436795333,-65768.87193869213,-4083.264219300003,-69852.13615799214,3564090.017172338
2022-23,2022,July,7,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-07-01,565154.9230894453,265411.499977844,830566.4230672894,548829.6223813733,258131.93879519444,806962.5611765678,16325.330708071808,7278.561182649479,23603.891890721294,3774803
2022-23,2022,August,8,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-08-01,629556.0718388674,266162.0295134543,895718.1013523219,583314.2119620424,247327.11546030617,830640.3274223488,46241.859876825496,18835.91405314757,65077.773929973075,3933877.6550030843
2022-23,2022,September,9,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-09-01,712776.9281611326,265200.9704865457,977978.0986476783,756975.7880379576,262406.8845396938,1019382.472577651,-44198.859876825496,2794.0859468524286,-41404.37392997307,3842350.7
2022-23,2022,October,10,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-10-01,586681.7225111267,194593.65513457148,781275.1776456982,570992.4311475707,196235.53366802656,767228.1648155972,15689.331363556405,-1641.8785334553177,14047.0528301011,3950323.123124491
2022-23,2022,November,11,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-11-01,642859.1162641123,198407.20010549994,841266.3163696118,628387.101248282,199615.60740072234,828002.7086490048,14471.975015828531,-1208.407295221994,13263.567720606516,4037560.807887744
2022-23,2022,December,12,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-12-01,704323.9046501443,211317.41623065458,915641.3208807996,717700.6342235971,193439.29220955563,911139.9264331525,-13376.732734694884,17878.12402109956,4501.391286404687,3988735.3836416434
2022-23,2023,January,1,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-01-01,664956.33146069,202608.17931499,867564.51077568,656071.21801223,200120.10924187,856191.3272541,8885.26350885,2488.07007312,11373.333581969999,3962405.59697662
2022-23,2023,February,2,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-02-01,634314.36291621,162870.7337802,797185.09669641,617186.10632229,170423.66299923,787609.76932152,17128.25659395,-7552.92921904,9575.327374909997,3946256.92622504
2022-23,2023,March,3,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-03-01,787643.06859679,228026.37710976,1015669.44570655,819241.03194725,215692.90609945,1034933.9380467,-31597.96335046,12333.47101031,-19264.49234015,3942030.67157319
2023-24,2023,April,4,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-04-01,630364.58469487,194969.54969827,825334.1343931401,526542.47742901,177356.79436207,703899.27179108,103822.10726586,17612.75533621,121434.86260207,4161821.65259792
2023-24,2023,May,5,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-05-01,654531.91076511,204239.6395411,858771.5503062101,607164.37858516,194186.75724277,801351.13582793,47367.53217998,10052.88229833,57420.41447831,4320468.36001444
2023-24,2023,June,6,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-06-01,743586.19855797,202561.17773666,946147.37629463,747496.73819456,200673.00563963,948169.7438341901,-3910.5396366,1888.17209702,-2022.36753958,4439187.187956
2023-24,2023,July,7,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-07-01,772117.04383978,228144.86254586,1000261.90638564,699495.03789977,218720.86283246,918215.9007322299,72622.00593999,9423.99971341,82046.0056534,4637564.64703598
2023-24,2023,August,8,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-08-01,740456.98944063,220115.54060224,960572.53004287,731266.03723702,214920.54963321,946186.58687023,9190.9522036,5194.99096901,14385.943172610001,4663480.14330201
2023-24,2023,September,9,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-09-01,686873.79257583,201527.19046542,888400.98304125,743624.61578431,210967.83999892,954592.45578323,-56750.82320845,-9440.6495335,-66191.47274195,4657755.19384317
2023-24,2023,October,10,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-10-01,731285.40117182,245955.48630195,977240.88747377,663114.67407508,232958.66442902,896073.3385041,68170.7270967,12996.82187294,81167.54896963999,4671687.88474524
2023-24,2023,November,11,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-11-01,690942.37282169,208825.35492194,899767.7277436301,659424.7229869,214727.38716537,874152.11015227,31517.64983478,-5902.03224343,25615.61759135,4904992.48211188
2023-24,2023,December,12,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-12-01,807526.08277353,234649.11275005,1042175.1955235801,841452.34692008,241407.92025145,1082860.26717153,-33926.26414657,-6758.8075014,-40685.07164797,5077900.32018423
2023-24,2024,January,1,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-01-01,820069.8973020371,206615.86097418983,1026685.7582762279,707566.3580796141,195914.0340187978,903480.3920984119,112503.53922242648,10701.826955392862,123205.36617781932,5274000.718743539
2023-24,2024,February,2,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-02-01,776161.2402790468,200508.93378356425,976670.1740626097,671893.4116290584,186426.0399717735,858319.451600831,104267.82864998665,14082.893811792179,118350.72246177885,5454214.177970136
2023-24,2024,March,3,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-03-01,787649.3476715982,258537.22160478355,1046186.5692763813,933626.0554059353,271947.6160349753,1205573.6714409105,-145976.70773434336,-13410.394430192973,-159387.1021645363,5340194.674952286
2024-25,2024,April,4,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-04-30,881430.0251355015,233054.31953251455,1114484.344668016,681885.2449118246,193366.3020899507,875251.5470017754,199544.78022367728,39688.01744256374,239232.797666241,5725898.023270815
2024-25,2024,May,5,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-05-31,792839.2250320511,195701.39598213934,988540.6210141906,690962.6657772574,187060.94780343864,878023.613580696,101876.5592547931,8640.448178700724,110517.00743349385,5891160.516740905
2024-25,2024,June,6,Table 58  Category-wise Resource Mobilisation by Mutual Funds (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-06-30,836611.8608340726,222192.46142933128,1058804.3222634038,878194.6217920138,224246.28983096097,1102440.9116229748,-41582.76095794124,-2053.8284016295,-43636.58935957076,6115581.894644521
