fiscal_year,year,month,month_numeric,data_from_table,released_on,updated_on,data_source,data_url,period_date,equity_gross_purchase_inr_crore,equity_gross_sales_inr_crore,equity_net_purchase_sales_inr_crore,debt_gross_purchase_inr_crore,debt_gross_sales_inr_crore,debt_net_purchase_sales_inr_crore,total_gross_purchase_inr_crore,total_gross_sales_inr_crore,total_net_purchase_sales_inr_crore
2018-19,2019,January,1,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2019-01-01,57222.37,50061.76,7160.61,220033,172881.06,47151.94,277255.37,222942.82,54312.55
2018-19,2019,February,2,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2019-02-01,51530.67,49357.06,2173.61,164664.14,138213.93,26450.21,216194.81,187570.99,28623.82
2018-19,2019,March,3,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2019-03-01,56864.6,64529.53,-7664.93,311349.88,236308.73,75041.15,368214.48,300838.26,67376.22
2019-20,2019,April,4,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2019-04-01,46931.89,51531.55,-4599.66,226460.99,175640.89,50820.1,273392.88,227172.44,46220.44
2019-20,2019,May,5,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2019-05-01,61422.22,56258.5,5163.72,242203.47,210863.47,31340,303625.69,267121.97,36503.72
2019-20,2019,June,6,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2019-06-01,47004.72,40772.52,6232.2,193686.07,150115.54,43570.53,240690.79,190888.06,49802.729999999996
2019-20,2019,July,7,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2019-07-01,69200.37,54116.38,15083.99,205007.49,152208.79,52798.7,274207.86,206325.17,67882.69
2019-20,2019,August,8,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2019-08-01,71524.27,54100.47,17423.8,173643.46,123552.88,50090.58,245167.72999999998,177653.35,67514.38
2019-20,2019,September,9,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2019-09-01,63582.16,52681.07,10901.09,180081.51,151218.72,28862.79,243663.67,203899.79,39763.880000000005
2019-20,2019,October,10,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2019-10-01,63571.19,60184.74,3386.45,129283.91,86989.78,42294.13,192855.1,147174.52,45680.579999999994
2019-20,2019,November,11,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2019-11-01,60667.26,65764.7,-5097.44,174114.17,133099.61,41014.56,234781.43000000002,198864.31,35917.119999999995
2019-20,2019,December,12,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2019-12-01,49747.86,47942.82,1805.04,163579.06,118086.55,45492.51,213326.91999999998,166029.37,47297.55
2019-20,2020,January,1,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2020-01-01,75721.95,74337.57,1384.38,188475.56,156282.3,32193.26,264197.51,230619.87,33577.64
2019-20,2020,February,2,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2020-02-01,73325.29,63462.07,9863.22,177636.47,159609.74,18026.73,250961.76,223071.81,27889.949999999997
2019-20,2020,March,3,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2020-03-01,124045.25,93989.29,30055.96,209144.8,227035.03,-17890.23,333190.05,321024.32,12165.73
2020-21,2020,April,4,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2020-04-01,54525.1,62490.6,-7965.5,121444.56,131239.1,-9794.54,175969.66,193729.7,-17760.040000000008
2020-21,2020,May,5,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2020-05-01,70794.76,64272.31,6522.45,139959.84,129260.47,10699.37,210754.59999999998,193532.78,17221.819999999978
2020-21,2020,June,6,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2020-06-01,73265.58,73767.08,-501.5,179002.03,137637.32,41364.71,252267.61,211404.40000000002,40863.20999999996
2020-21,2020,July,7,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2020-07-01,61103.69,70298.73,-9195.04,171073.17,139175.32,31897.85,232176.86000000002,209474.05,22702.810000000027
2020-21,2020,August,8,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2020-08-01,56271.3,65484.74,-9213.44,142115.71,116335.43,25780.28,198387.01,181820.16999999998,16566.840000000026
2020-21,2020,September,9,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2020-09-01,63901.29,68035.66,-4134.37,151055.36,134050.39,17004.97,214956.65,202086.05000000002,12870.599999999977
2020-21,2020,October,10,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2020-10-01,48961.53,63453.32,-14491.79,144610.72,112635.61,31975.11,193572.25,176088.93,17483.320000000007
2020-21,2020,November,11,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2020-11-01,49108.23,79868.3,-30760.07,109628.89,89279.54,20349.35,158737.12,169147.84,-10410.720000000001
2020-21,2020,December,12,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2020-12-01,61640.3,88068.13,-26427.83,136875.27,113506.85,23368.42,198515.57,201574.98,-3059.4100000000035
2020-21,2021,January,1,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2021-01-01,71951.34,84983.12,-13031.78,115125.2,103293.46,11831.74,187076.53999999998,188276.58000000002,-1200.0400000000009
2020-21,2021,February,2,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2021-02-01,73584.79,89890.82,-16306.03,106606.91,98445.13,8161.78,180191.7,188335.95,-8144.250000000001
2020-21,2021,March,3,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2021-03-01,80651.86,75879.03,4772.83,133074.13,117412.65,15661.48,213725.99,193291.68,20434.31
2021-22,2021,April,4,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2021-04-01,69153.47,63627.11,5526.36,115169.41,93581.01,21588.4,184322.88,157208.12,27114.76
2021-22,2021,May,5,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2021-05-01,75375.26,74899.51,475.75,160997.71,156759.59,4238.12,236372.97,231659.1,4713.87
2021-22,2021,June,6,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2021-06-01,83006.33,76569.25,6437.08,162702.89,156253.88,6449.01,245709.22,232823.13,12886.09
2021-22,2021,July,7,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2021-07-01,93171.44,73455.64,19715.8,140070.31,124677.12,15393.19,233241.75,198132.76,35108.99
2021-22,2021,August,8,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2021-08-01,99119.53,87573.68,11545.85,123330.02,102235.53,21094.49,222449.55,189809.21,32640.34
2021-22,2021,September,9,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2021-09-01,113060.43,105359.57,7700.86,148767.29,141072.61,7694.68,261827.72,246432.18,15395.54
2021-22,2021,October,10,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2021-10-01,115492.4,109626.9,5865.5,108827.89,106963.02,1864.87,224320.29,216589.92,7730.37
2021-22,2021,November,11,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2021-11-01,114368.56,85417.81,28950.75,123704.54,109663.28,14041.26,238073.1,195081.09,42992.01
2021-22,2021,December,12,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2021-12-01,121634.24,97427.68,24206.56,155060.54,153097.84,1962.7,276694.78,250525.52,26169.26
2021-22,2022,January,1,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-01-01,124110.42,105533.19,18577.23,110751.36,107284.33,3467.03,234861.78,212817.52000000002,22044.26
2021-22,2022,February,2,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-02-01,113681.23,85500.64,28180.59,108108.65,102511.8,5596.85,221789.88,188012.44,33777.44
2021-22,2022,March,3,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-03-01,133678.65,110959.37,22719.28,173618.39,178802.51,-5184.12,307297.04000000004,289761.88,17535.16
2022-23,2022,April,4,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-04-01,109219.15,86847.98,22371.17,96276.66,89451.53,6825.13,205495.81,176299.51,29196.3
2022-23,2022,May,5,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-05-01,143134.79,105335.82,37798.97,153238.22,170507.47,-17269.25,296373.01,275843.29000000004,20529.72
2022-23,2022,June,6,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-06-01,96719.25,74668.44,22050.81,116220.75,124902.16,-8681.41,212940,199570.6,13369.400000000001
2022-23,2022,July,7,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-07-01,91677.5,86965.12,4712.38,117346.64,112886.79,4459.85,209024.14,199851.90999999997,9172.23
2022-23,2022,August,8,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-08-01,90595.39,91716.17,-1120.78,145972.48,140212.24,5760.24,236567.87,231928.40999999997,4639.46
2022-23,2022,September,9,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-09-01,123727.17,105125.43,18601.74,141319.52,161704.51,-20384.99,265046.69,266829.94,-1783.25
2022-23,2022,October,10,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-10-01,77347.08,71029.45,6317.63,94631.07,103954.96,-9323.89,171978.15000000002,174984.41,-3006.2599999999993
2022-23,2022,November,11,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-11-01,96133.65,94445.54,1688.11,122119.42,123690.44,-1571.02,218253.07,218135.97999999998,117.08999999999992
2022-23,2022,December,12,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-12-01,101205.58,86513.25,14692.33,126206.68,123639.26,2567.42,227412.26,210152.51,17259.75
2022-23,2023,January,1,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-01-01,102243.58373444394,84787.62984744691,17455.953886997042,176490.6839617141,187820.88406461503,-11330.200102900977,278734.2676961581,272608.5139120619,6125.753784096059
2022-23,2023,February,2,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-02-01,95928.29964065949,87129.94163622719,8798.35800443233,181322.9474054751,196061.9113862871,-14738.96398081202,277251.24704613455,283191.8530225142,-5940.6059763797
2022-23,2023,March,3,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-03-01,99900.32638595132,85207.9828290606,14692.333556890748,230831.0398669909,230407.17424392805,701.3256230630378,330731.36625294236,315615.15707298846,15393.669179953784
2023-24,2023,April,4,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-04-01,80247.92,84780.51,-4532.5899999999965,121660.18,112359.5,9300.679999999993,201908.09999999998,197140.01,4768.0899999999965
2023-24,2023,May,5,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-05-01,100303.37,97856.86,2446.5099999999948,155537.95,160344.11,-4806.159999999974,255841.32,258200.96999999997,-2359.6499999999796
2023-24,2023,June,6,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-06-01,109374.51,103710.48,5664.029999999999,164816.96,156191.88,8625.079999999987,274191.47,259902.36,14289.109999999986
2023-24,2023,July,7,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-07-01,95495.32,87787.86,7707.460000000006,81903.47,78832.25,3071.220000000001,177398.79,166620.11,10778.680000000008
2023-24,2023,August,8,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-08-01,136454.48,110953.63,25500.850000000006,157708.51,192190.55,-34482.03999999998,294162.99,303144.18,-8981.189999999973
2023-24,2023,September,9,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-09-01,145156.1,124313.47,20842.630000000005,153253.64,162030.96,-8777.319999999978,298409.74,286344.43,12065.310000000027
2023-24,2023,October,10,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-10-01,109154.74,89242.61,19912.130000000005,137325.71,144823.78,-7498.070000000007,246480.45,234066.39,12414.059999999998
2023-24,2023,November,11,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-11-01,112154.12,94130.11,18024.009999999995,168157.53,195441.04,-27283.51000000001,280311.65,289571.15,-9259.500000000015
2023-24,2023,December,12,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-12-01,184687.27,161059.58,23627.690000000002,178658.35,192767.92,-14109.570000000007,363345.62,353827.5,9518.119999999995
2023-24,2024,January,1,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-01-01,214680.41,191669.78,23010.630000000005,183609.65,205251.54,-21641.890000000014,398290.06,396921.32,1368.7399999999907
2023-24,2024,February,2,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-02-01,199638.6,185343.23,14295.369999999995,188214.25,234512.54,-46298.29000000001,387852.85,419855.77,-32002.920000000013
2023-24,2024,March,3,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-03-01,202522.32,158288.93,44233.390000000014,209666.96,261544.44,-51877.48000000001,412189.28,419833.37,-7644.0899999999965
2024-25,2024,April,4,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-04-30,206765.05,173941.35,32823.69999999998,141518.3,126989.36,14528.939999999988,348283.35,300930.71,47352.63999999997
2024-25,2024,May,5,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-05-31,250702.03,202603.02,48099.01,181627.12,225723.47,-44096.35,432329.15,428326.49,4002.6600000000035
2024-25,2024,June,6,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-06-30,286508.1,258282.46,28225.64,177883.69,182683.28,-4799.59,464391.79,440965.74,23426.05
2024-25,2024,July,7,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-07-31,225680.35,200590.98,25089.37,98533.36,109112.64,-10579.28,324213.71,309703.62,14510.089999999998
2024-25,2024,August,8,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-08-31,241582.3,209897.08,31685.22,180091.9,232562.32,-52470.42,421674.19999999995,442459.4,-20785.199999999997
2024-25,2024,September,9,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-09-30,266460.02,233898.74,32561.28,209098.74,245494.38,-36395.64,475558.76,479393.12,-3834.3600000000006
2024-25,2024,October,10,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-10-31,281146.5,190375.53,90770.97,215839.02,240105.32,-24266.3,496985.52,430480.85,66504.67
2024-25,2024,November,11,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-11-30,184871.96,149239.4,35632.56,163425.92,195821.35,-32395.43,348297.88,345060.75,3237.1299999999974
2024-25,2024,December,12,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-12-31,238343.12,210205.34,28137.78,273898.81,330785.83,-56887.02,512241.93,540991.17,-28749.239999999998
2024-25,2025,January,1,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2025-01-31,256482.41,201409.18,55073.23,193862.49,245398.75,-51536.26,450344.9,446807.93,3536.970000000001
2024-25,2025,February,2,Table 64 Trends in Transactions on Stock Exchanges by Mutual Funds   (₹   crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2025-02-28,226200.32,178266.55,47933.77,208887.45,271241.9,-62354.45,435087.77,449508.45,-14420.68
