fiscal_year,year,month,month_numeric,start_date_stamp,end_date_stamp,name_of_mutual_fund,net_resource_mobilisation_inr_crore,data_from_table,released_on,updated_on,data_source,data_url,period_date
2024-25,2024,December,12,2023-04-01,2024-12-31,Aditya Birla Sun Life Mutual Fund,26625.071014555768,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-12-31
2024-25,2025,January,1,2023-04-01,2025-01-31,Aditya Birla Sun Life Mutual Fund,42813.98583863777,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2025-01-31
2024-25,2025,March,3,2023-04-01,2025-03-31,Aditya Birla Sun Life Mutual Fund,24076.032822702153,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2025-03-31
2018-19,2018,April,4,2018-04-01,2018-04-30,Axis Mutual Fund,10168.517045587007,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2018-04-30
2018-19,2018,May,5,2018-04-01,2018-05-31,Axis Mutual Fund,6860.001782125004,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2018-05-31
2018-19,2018,June,6,2018-04-01,2018-06-30,Axis Mutual Fund,5941.312219363009,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2018-06-30
2018-19,2018,July,7,2018-04-01,2018-07-31,Axis Mutual Fund,7789.992877240032,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2018-07-31
2018-19,2018,August,8,2018-04-01,2018-08-31,Axis Mutual Fund,20040.825740303037,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2018-08-31
2018-19,2018,September,9,2018-04-01,2018-09-30,Axis Mutual Fund,11071.48372409596,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2018-09-30
2018-19,2018,October,10,2018-04-01,2018-10-31,Axis Mutual Fund,8063.587769687044,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2018-10-31
2018-19,2018,November,11,2018-04-01,2018-11-30,Axis Mutual Fund,13881.846798308903,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2018-11-30
2018-19,2018,December,12,2018-04-01,2018-12-31,Axis Mutual Fund,9520.542343533178,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2018-12-31
2018-19,2019,January,1,2018-04-01,2019-01-31,Axis Mutual Fund,14513.916639217881,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2019-01-31
2018-19,2019,February,2,2018-04-01,2019-02-28,Axis Mutual Fund,16260.68476264889,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2019-02-28
2018-19,2019,March,3,2018-04-01,2019-03-31,Axis Mutual Fund,15196.221867774198,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2019-03-31
2019-20,2019,April,4,2019-04-01,2019-04-30,Axis Mutual Fund,10453.929385063097,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2019-04-30
2019-20,2019,May,5,2019-04-01,2019-05-31,Axis Mutual Fund,14860.299974402897,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2019-05-31
2019-20,2019,June,6,2019-04-01,2019-06-30,Axis Mutual Fund,4651.122764132022,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2019-06-30
2019-20,2019,July,7,2019-04-01,2019-07-31,Axis Mutual Fund,9728.759245255891,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2019-07-31
2019-20,2019,August,8,2019-04-01,2019-08-31,Axis Mutual Fund,15471.697601563712,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2019-08-31
2019-20,2019,September,9,2019-04-01,2019-09-30,Axis Mutual Fund,10205.064902446129,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2019-09-30
2019-20,2019,October,10,2019-04-01,2019-10-31,Axis Mutual Fund,22112.33324710515,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2019-10-31
2019-20,2019,November,11,2019-04-01,2019-11-30,Axis Mutual Fund,29249.765614084434,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2019-11-30
2019-20,2019,December,12,2019-04-01,2019-12-31,Axis Mutual Fund,30638.803613148917,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2019-12-31
2019-20,2020,January,1,2019-04-01,2020-01-31,Axis Mutual Fund,42866.38496208795,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2020-01-31
2019-20,2020,February,2,2019-04-01,2020-02-29,Axis Mutual Fund,45934.952471677076,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2020-02-29
2019-20,2020,March,3,2019-04-01,2020-03-31,Axis Mutual Fund,33802.80004588443,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2020-03-31
2020-21,2020,April,4,2020-04-01,2020-04-30,Axis Mutual Fund,7771.1900141170045,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2020-04-30
2020-21,2020,May,5,2020-04-01,2020-05-31,Axis Mutual Fund,13551.001959726997,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2020-05-31
2020-21,2020,June,6,2020-04-01,2020-06-30,Axis Mutual Fund,15502.675465585009,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2020-06-30
2020-21,2020,July,7,2020-04-01,2020-07-31,Axis Mutual Fund,25002.698462597527,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2020-07-31
2020-21,2020,August,8,2020-04-01,2020-08-31,Axis Mutual Fund,24918.062745746596,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2020-08-31
2020-21,2020,September,9,2020-04-01,2020-09-30,Axis Mutual Fund,24646.616662027594,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2020-09-30
2020-21,2020,October,10,2020-04-01,2020-10-31,Axis Mutual Fund,33319.77478256823,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2020-10-31
2020-21,2020,November,11,2020-04-01,2020-11-30,Axis Mutual Fund,35784.367869504254,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2020-11-30
2020-21,2020,December,12,2019-04-01,2020-12-31,Axis Mutual Fund,38017.537484864006,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2020-12-31
2020-21,2021,January,1,2020-04-01,2021-01-31,Axis Mutual Fund,38085.2384,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2021-01-31
2020-21,2021,February,2,2020-04-01,2021-02-28,Axis Mutual Fund,37769.3125,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2021-02-28
2020-21,2021,March,3,2020-04-01,2021-03-31,Axis Mutual Fund,35868.678,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2021-03-31
2021-22,2021,April,4,2020-04-01,2021-04-30,Axis Mutual Fund,7703.75453775,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2021-04-30
2021-22,2021,May,5,2021-04-01,2021-05-31,Axis Mutual Fund,9994.31680942,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2021-05-31
2021-22,2021,June,6,2021-04-01,2021-06-30,Axis Mutual Fund,13942.28144204,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2021-06-30
2021-22,2021,July,7,2021-04-01,2021-07-31,Axis Mutual Fund,24367.24642241,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2021-07-31
2021-22,2021,August,8,2021-04-01,2021-08-31,Axis Mutual Fund,24628.86959797,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2021-08-31
2021-22,2021,September,9,2021-04-01,2021-09-30,Axis Mutual Fund,23657.55838015,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2021-09-30
2021-22,2021,October,10,2021-04-01,2021-10-31,Axis Mutual Fund,25502.85670486,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2021-10-31
2021-22,2021,November,11,2021-04-01,2021-11-30,Axis Mutual Fund,28535.83522264,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2021-11-30
2021-22,2021,December,12,2021-04-01,2021-12-31,Axis Mutual Fund,32321.22794105,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2021-12-31
2021-22,2022,January,1,2021-04-01,2022-01-31,Axis Mutual Fund,43249.10168264999,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-01-31
2021-22,2022,February,2,2021-04-01,2022-02-28,Axis Mutual Fund,45050.01002599,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-02-28
2021-22,2022,March,3,2021-04-01,2022-03-31,Axis Mutual Fund,38306.19905763,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-03-31
2022-23,2022,April,4,2022-04-01,2022-04-30,Axis Mutual Fund,9555.188799860007,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-04-30
2022-23,2022,May,5,2022-04-01,2022-05-31,Axis Mutual Fund,-2717.512449230001,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-05-31
2022-23,2022,June,6,2022-04-01,2022-06-30,Axis Mutual Fund,-8352.726105370004,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-06-30
2022-23,2022,July,7,2022-04-01,2022-07-31,Axis Mutual Fund,-8580.615338780008,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-07-31
2022-23,2022,August,8,2022-04-01,2022-08-31,Axis Mutual Fund,1579.1265741000107,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-08-31
2022-23,2022,September,9,2022-04-01,2022-09-30,Axis Mutual Fund,-8303.485710750032,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-09-30
2022-23,2022,October,10,2022-04-01,2022-10-31,Axis Mutual Fund,-5828.76876749999,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-10-31
2022-23,2022,November,11,2022-04-01,2022-11-30,Axis Mutual Fund,-8909.741548140015,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-11-30
2022-23,2022,December,12,2022-04-01,2022-12-31,Axis Mutual Fund,-9911.168383640026,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-12-31
2022-23,2023,January,1,2022-04-01,2023-01-31,Axis Mutual Fund,-8662.18308793,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-01-31
2022-23,2023,February,2,2022-04-01,2023-02-28,Axis Mutual Fund,-9831.93389729,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-02-28
2022-23,2023,March,3,2022-04-01,2023-03-31,Axis Mutual Fund,-17704.72470625,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-03-31
2023-24,2023,April,4,2023-04-01,2023-04-30,Axis Mutual Fund,6929.23721387,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-04-30
2023-24,2023,May,5,2023-04-01,2023-05-31,Axis Mutual Fund,5186.53791691,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-05-31
2023-24,2023,June,6,2023-04-01,2023-06-30,Axis Mutual Fund,2187.41124505,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-06-30
2023-24,2023,July,7,2023-04-01,2023-07-31,Axis Mutual Fund,878.71248858,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-07-31
