fiscal_year,measure_type,portfolio_category,line_item,value,data_from_table,released_on,updated_on,data_source,data_url
2024-25,aum_inr_crore,coinvestment,total,3785,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,aum_inr_crore,coinvestment,unlisted_equity,1705,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,aum_inr_crore,discretionary,derivatives_commodity,5,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,aum_inr_crore,discretionary,derivatives_others,0,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,aum_inr_crore,discretionary,equity_derivative,53,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,aum_inr_crore,discretionary,listed_equity,347022,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,aum_inr_crore,discretionary,mutual_fund,81189,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,aum_inr_crore,discretionary,others,21245,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,aum_inr_crore,discretionary,plain_debt_listed,2693651,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,aum_inr_crore,discretionary,plain_debt_un_listed,25999,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,aum_inr_crore,discretionary,structured_debt_listed,154,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,aum_inr_crore,discretionary,structured_debt_un_listed,5940,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,aum_inr_crore,discretionary,total,3177214,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,aum_inr_crore,discretionary,unlisted_equity,1965,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,aum_inr_crore,grand_total,derivatives_commodity,5,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,aum_inr_crore,grand_total,derivatives_others,0,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,aum_inr_crore,grand_total,equity_derivative,53,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,aum_inr_crore,grand_total,listed_equity,387835,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,aum_inr_crore,grand_total,mutual_fund,141559,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,aum_inr_crore,grand_total,others,28336,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,aum_inr_crore,grand_total,plain_debt_listed,2888134,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,aum_inr_crore,grand_total,plain_debt_un_listed,26708,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,aum_inr_crore,grand_total,structured_debt_listed,1123,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,aum_inr_crore,grand_total,structured_debt_un_listed,6634,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,aum_inr_crore,grand_total,total,3780099,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,aum_inr_crore,grand_total,unlisted_equity,4400,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,aum_inr_crore,non_discretionary,derivatives_commodity,0,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,aum_inr_crore,non_discretionary,derivatives_others,0,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,aum_inr_crore,non_discretionary,equity_derivative,0,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,aum_inr_crore,non_discretionary,listed_equity,40813,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,aum_inr_crore,non_discretionary,mutual_fund,60370,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,aum_inr_crore,non_discretionary,others,6227,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,aum_inr_crore,non_discretionary,plain_debt_listed,194483,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,aum_inr_crore,non_discretionary,plain_debt_un_listed,183,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,aum_inr_crore,non_discretionary,structured_debt_listed,279,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,aum_inr_crore,non_discretionary,structured_debt_un_listed,4,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,aum_inr_crore,non_discretionary,total,303090,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,aum_inr_crore,non_discretionary,unlisted_equity,730,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,number_of_clients,advisory,,1355,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,number_of_clients,coinvestment,,529,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,number_of_clients,discretionary,,191099,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,number_of_clients,non_discretionary,,6396,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2013-14,aum_inr_crore,advisory,total,143004.14,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2013-14,aum_inr_crore,discretionary,equity_derivative,92.3553,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2013-14,aum_inr_crore,discretionary,listed_equity,21947.59925971232,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2013-14,aum_inr_crore,discretionary,mutual_fund,2753.6872637446895,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2013-14,aum_inr_crore,discretionary,others,14085.52396714201,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2013-14,aum_inr_crore,discretionary,plain_debt,544803.7799,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2013-14,aum_inr_crore,discretionary,structured_debt,460.1891,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2013-14,aum_inr_crore,discretionary,total,585594.38,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2013-14,aum_inr_crore,discretionary,unlisted_equity,1451.2403000000004,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2013-14,aum_inr_crore,grand_total,equity_derivative,89.9385,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2013-14,aum_inr_crore,grand_total,listed_equity,28084.03125971232,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2013-14,aum_inr_crore,grand_total,mutual_fund,8635.18946374469,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2013-14,aum_inr_crore,grand_total,others,14482.12066714201,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2013-14,aum_inr_crore,grand_total,plain_debt,571398.5555,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2013-14,aum_inr_crore,grand_total,structured_debt,1099.1744,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2013-14,aum_inr_crore,grand_total,total,768326.3,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2013-14,aum_inr_crore,grand_total,unlisted_equity,1533.1475000000005,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2013-14,aum_inr_crore,non_discretionary,equity_derivative,-2.4168,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2013-14,aum_inr_crore,non_discretionary,listed_equity,6136.431999999999,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2013-14,aum_inr_crore,non_discretionary,mutual_fund,5881.502199999999,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2013-14,aum_inr_crore,non_discretionary,others,396.59670000000006,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2013-14,aum_inr_crore,non_discretionary,plain_debt,26594.775599999997,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2013-14,aum_inr_crore,non_discretionary,structured_debt,638.9853,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2013-14,aum_inr_crore,non_discretionary,total,39727.78,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2013-14,aum_inr_crore,non_discretionary,unlisted_equity,81.90719999999999,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2013-14,number_of_clients,advisory,,9774,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2013-14,number_of_clients,discretionary,,42771,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2013-14,number_of_clients,non_discretionary,,4932,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2014-15,aum_inr_crore,advisory,total,180123.49,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2014-15,aum_inr_crore,discretionary,equity_derivative,153.3733,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2014-15,aum_inr_crore,discretionary,listed_equity,40829.31389999999,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2014-15,aum_inr_crore,discretionary,mutual_fund,5865.5495390000015,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2014-15,aum_inr_crore,discretionary,others,23472.948899999996,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2014-15,aum_inr_crore,discretionary,plain_debt,627716.1718999997,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2014-15,aum_inr_crore,discretionary,structured_debt,137.17270000000002,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2014-15,aum_inr_crore,discretionary,total,699303.73,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2014-15,aum_inr_crore,discretionary,unlisted_equity,1129.2011,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2014-15,aum_inr_crore,grand_total,equity_derivative,149.7213,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2014-15,aum_inr_crore,grand_total,listed_equity,49480.44269999999,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2014-15,aum_inr_crore,grand_total,mutual_fund,10766.985739,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2014-15,aum_inr_crore,grand_total,others,23609.093899999996,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2014-15,aum_inr_crore,grand_total,plain_debt,661446.4904999997,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2014-15,aum_inr_crore,grand_total,structured_debt,636.6701,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2014-15,aum_inr_crore,grand_total,total,927384.5013,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2014-15,aum_inr_crore,grand_total,unlisted_equity,1171.6084,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2014-15,aum_inr_crore,non_discretionary,equity_derivative,-3.652,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2014-15,aum_inr_crore,non_discretionary,listed_equity,8651.128800000004,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2014-15,aum_inr_crore,non_discretionary,mutual_fund,4901.436199999999,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2014-15,aum_inr_crore,non_discretionary,others,136.145,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2014-15,aum_inr_crore,non_discretionary,plain_debt,33730.3186,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2014-15,aum_inr_crore,non_discretionary,structured_debt,499.4974,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2014-15,aum_inr_crore,non_discretionary,total,47957.281299999995,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2014-15,aum_inr_crore,non_discretionary,unlisted_equity,42.4073,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2014-15,number_of_clients,advisory,,2851,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2014-15,number_of_clients,discretionary,,40558,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2014-15,number_of_clients,non_discretionary,,3297,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2015-16,aum_inr_crore,advisory,total,174272.34,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2015-16,aum_inr_crore,discretionary,equity_derivative,183.89990000000003,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2015-16,aum_inr_crore,discretionary,listed_equity,47320.73119999999,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2015-16,aum_inr_crore,discretionary,mutual_fund,7284.266479999999,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2015-16,aum_inr_crore,discretionary,others,16984.8623,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
