fiscal_year,measure_type,portfolio_category,line_item,value,data_from_table,released_on,updated_on,data_source,data_url
2015-16,aum_inr_crore,discretionary,plain_debt,738243.6248000001,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2015-16,aum_inr_crore,discretionary,structured_debt,119.9766,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2015-16,aum_inr_crore,discretionary,total,811034.04,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2015-16,aum_inr_crore,discretionary,unlisted_equity,896.6802,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2015-16,aum_inr_crore,grand_total,equity_derivative,181.56390000000002,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2015-16,aum_inr_crore,grand_total,listed_equity,58036.323799999984,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2015-16,aum_inr_crore,grand_total,mutual_fund,13549.550880000003,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2015-16,aum_inr_crore,grand_total,others,17231.5144,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2015-16,aum_inr_crore,grand_total,plain_debt,780662.2760000001,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2015-16,aum_inr_crore,grand_total,structured_debt,549.3545,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2015-16,aum_inr_crore,grand_total,total,1045428.4013,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2015-16,aum_inr_crore,grand_total,unlisted_equity,945.4793,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2015-16,aum_inr_crore,non_discretionary,equity_derivative,-2.336,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2015-16,aum_inr_crore,non_discretionary,listed_equity,10715.5926,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2015-16,aum_inr_crore,non_discretionary,mutual_fund,6265.284400000002,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2015-16,aum_inr_crore,non_discretionary,others,246.65209999999996,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2015-16,aum_inr_crore,non_discretionary,plain_debt,42418.65120000001,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2015-16,aum_inr_crore,non_discretionary,structured_debt,429.3779,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2015-16,aum_inr_crore,non_discretionary,total,60122.02130000001,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2015-16,aum_inr_crore,non_discretionary,unlisted_equity,48.799099999999996,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2015-16,number_of_clients,advisory,,2285,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2015-16,number_of_clients,discretionary,,46088,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2015-16,number_of_clients,non_discretionary,,3915,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2016-17,aum_inr_crore,advisory,total,188384.86,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2016-17,aum_inr_crore,discretionary,equity_derivative,188.1855,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2016-17,aum_inr_crore,discretionary,listed_equity,73912.85758819999,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2016-17,aum_inr_crore,discretionary,mutual_fund,8687.899099999997,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2016-17,aum_inr_crore,discretionary,others,16669.64092083,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2016-17,aum_inr_crore,discretionary,plain_debt,866612.6349999999,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2016-17,aum_inr_crore,discretionary,structured_debt,281.59810000000004,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2016-17,aum_inr_crore,discretionary,total,967035.9621090299,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2016-17,aum_inr_crore,discretionary,unlisted_equity,683.1458999999999,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2016-17,aum_inr_crore,grand_total,equity_derivative,188.16459999999998,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2016-17,aum_inr_crore,grand_total,listed_equity,87536.34988819998,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2016-17,aum_inr_crore,grand_total,mutual_fund,16251.096199999998,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2016-17,aum_inr_crore,grand_total,others,17073.76032083,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2016-17,aum_inr_crore,grand_total,plain_debt,919496.2791999999,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2016-17,aum_inr_crore,grand_total,structured_debt,825.7823000000001,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2016-17,aum_inr_crore,grand_total,total,1230482.21500903,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2016-17,aum_inr_crore,grand_total,unlisted_equity,725.9224999999999,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2016-17,aum_inr_crore,non_discretionary,equity_derivative,-0.0209,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2016-17,aum_inr_crore,non_discretionary,listed_equity,13623.492300000002,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2016-17,aum_inr_crore,non_discretionary,mutual_fund,7563.197100000001,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2016-17,aum_inr_crore,non_discretionary,others,404.1193999999999,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2016-17,aum_inr_crore,non_discretionary,plain_debt,52883.6442,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2016-17,aum_inr_crore,non_discretionary,structured_debt,544.1842,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2016-17,aum_inr_crore,non_discretionary,total,75061.3929,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2016-17,aum_inr_crore,non_discretionary,unlisted_equity,42.776599999999995,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2016-17,number_of_clients,advisory,,1482,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2016-17,number_of_clients,discretionary,,70994,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2016-17,number_of_clients,non_discretionary,,4674,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2017-18,aum_inr_crore,advisory,total,225131,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2017-18,aum_inr_crore,discretionary,equity_derivative,825.321,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2017-18,aum_inr_crore,discretionary,listed_equity,102587.34,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2017-18,aum_inr_crore,discretionary,mutual_fund,11643.0239,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2017-18,aum_inr_crore,discretionary,others,17465.29,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2017-18,aum_inr_crore,discretionary,plain_debt,1018735.8183000002,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2017-18,aum_inr_crore,discretionary,structured_debt,386.367,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2017-18,aum_inr_crore,discretionary,total,1152123.0342,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2017-18,aum_inr_crore,discretionary,unlisted_equity,479.8739999999999,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2017-18,aum_inr_crore,grand_total,equity_derivative,822.181,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2017-18,aum_inr_crore,grand_total,listed_equity,117866.29,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2017-18,aum_inr_crore,grand_total,mutual_fund,21487.316675100003,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2017-18,aum_inr_crore,grand_total,others,18438.3559481,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2017-18,aum_inr_crore,grand_total,plain_debt,1081871.54153,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2017-18,aum_inr_crore,grand_total,structured_debt,826.789,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2017-18,aum_inr_crore,grand_total,total,1467050.8831532001,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2017-18,aum_inr_crore,grand_total,unlisted_equity,607.4089999999999,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2017-18,aum_inr_crore,non_discretionary,equity_derivative,-3.14,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2017-18,aum_inr_crore,non_discretionary,listed_equity,15278.949999999999,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2017-18,aum_inr_crore,non_discretionary,mutual_fund,9844.2927751,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2017-18,aum_inr_crore,non_discretionary,others,973.0659481,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2017-18,aum_inr_crore,non_discretionary,plain_debt,63135.72323,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2017-18,aum_inr_crore,non_discretionary,structured_debt,440.422,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2017-18,aum_inr_crore,non_discretionary,total,89796.84895320001,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2017-18,aum_inr_crore,non_discretionary,unlisted_equity,127.53500000000001,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2017-18,number_of_clients,advisory,,2158,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2017-18,number_of_clients,discretionary,,113776,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2017-18,number_of_clients,non_discretionary,,5427,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,aum_inr_crore,advisory,total,193620,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,aum_inr_crore,discretionary,equity_derivative,466.12,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,aum_inr_crore,discretionary,listed_equity,111995.61,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,aum_inr_crore,discretionary,mutual_fund,14112.76,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,aum_inr_crore,discretionary,others,14498.29,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,aum_inr_crore,discretionary,plain_debt,1160856.72,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,aum_inr_crore,discretionary,structured_debt,752.86,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,aum_inr_crore,discretionary,total,1303141.2100000002,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,aum_inr_crore,discretionary,unlisted_equity,458.85,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,aum_inr_crore,grand_total,equity_derivative,464.88,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,aum_inr_crore,grand_total,listed_equity,130472.69,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,aum_inr_crore,grand_total,mutual_fund,27968.91,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,aum_inr_crore,grand_total,others,15890.37,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,aum_inr_crore,grand_total,plain_debt,1235558.57,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,aum_inr_crore,grand_total,structured_debt,1283.43,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,aum_inr_crore,grand_total,total,1605792.3900000001,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,aum_inr_crore,grand_total,unlisted_equity,533.54,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,aum_inr_crore,non_discretionary,equity_derivative,-1.24,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,aum_inr_crore,non_discretionary,listed_equity,18477.08,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,aum_inr_crore,non_discretionary,mutual_fund,13856.15,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,aum_inr_crore,non_discretionary,others,1392.08,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,aum_inr_crore,non_discretionary,plain_debt,74701.85,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,aum_inr_crore,non_discretionary,structured_debt,530.57,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,aum_inr_crore,non_discretionary,total,109031.18000000001,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,aum_inr_crore,non_discretionary,unlisted_equity,74.69,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,number_of_clients,advisory,,4038,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,number_of_clients,discretionary,,138829,Table 67: Assets Under Management by Portfolio Managers,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
