fiscal_year,year,month,month_numeric,data_from_table,depository,debt_listed_no.of_issuers_debt,debt_listed_no.of_active_instruments,debt_listed_demat_quantity_lakh,debt_listed_demat_value_rs_crore,debt_listed_quantity_settled_during_the_month_lakh,debt_listed_value_settled_during_the_month_rs_crore,debt_unlisted_no.of_issuers_debt,debt_unlisted_no.of_active_instruments,debt_unlisted_demat_quantity_lakh,debt_unlisted_demat_value_rs_crore,debt_unlisted_quantity_settled_during_the_month_lakh,debt_unlisted_value_settled_during_the_month_rs_crore,equity_listed_no.of_companies,equity_listed_no.of_active_instruments,equity_listed_demat_quantity_lakh,equity_listed_demat_value_rs_crore,equity_listed_quantity_settled_during_the_month_lakh,equity_listed_value_settled_during_the_month_rs_crore,equity_unlisted_no.of_companies,equity_unlisted_no.of_active_instruments,equity_unlisted_demat_quantity_lakh,equity_unlisted_demat_value_rs_crore,equity_unlisted_quantity_settled_during_the_month_lakh,equity_unlisted_value_settled_during_the_month_rs_crore,others_listed_no.of_issuers,others_listed_no.of_active_instruments,others_listed_demat_quantity_lakh,others_listed_demat_value_rs_crore,others_listed_quantity_settled_during_the_month_lakh,others_listed_value_settled_during_the_month_rs_crore,others_unlisted_no.of_issuers,others_unlisted_no.of_active_instruments,others_unlisted_demat_quantity_lakh,others_unlisted_demat_value_rs_crore,others_unlisted_quantity_settled_during_the_month_lakh,others_unlisted_value_settled_during_the_month_rs_crore,total_listed_no.of_issuers_of_debt_companies_equity,total_listed_no.of_active_instruments,total_listed_demat_quantity_lakh,total_listed_demat_value_rs_crore,total_listed_quantity_settled_during_the_month_lakh,total_listed_value_settled_during_the_month_rs_crore,total_unlisted_no.of_issuers_of_debt_companies_equity,total_unlisted_no.of_active_instruments,total_unlisted_demat_quantity_lakh,total_unlisted_demat_value_rs_crore,total_unlisted_quantity_settled_during_the_month_lakh,total_unlisted_value_settled_during_the_month_rs_crore,released_on,updated_on,data_source,data_url
2023-24,2024,March,3,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,686,7004,4148.32209,76436.5084,118.5938,311.0383361,807,7374,191408.8853,68030.3523,0,0,6322,6508,3404380.165,5711832.157,285557.2575,331766.7973,14594,15068,2183098.56,170414.549,0,0,2487,21212,533353.9076,331282.3851,43649.44186,30239.18062,1738,15201,298243.1302,62631.6759,0,0,9495,34724,3941882.39469,6119551.050499999,329325.29316,362317.0162561,17139,37643,2672750.5755000003,301076.5772,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,2024,April,4,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,680,6964,4196.9257,76147.2962,67.16020999999999,284.19325910000003,813,7411,193938.71098,69126.0086,0,0,6348,6539,3465501.2055,6188532.2144,381946.14815,425702.6625479,14889,15359,2186463.21959,170945.0274,0,0,2513,21302,551710.7187996,350755.7953,66062.62954000001,48400.493035900006,1961,17874,304609.802539,67222.5859,0,0,9541,34805,4021408.8499996,6615435.3059,448075.9379,474387.3488429,17663,40644,2685011.7331089997,307293.6219,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,2024,May,5,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,677,6992,4309.38013,76835.9896,68.68143,295.5804777,823,7545,195206.80626,70318.0518,0,0,6380,6577,3536569.0709,6218814.9375,356035.14944,449616.4461809,15288,15778,2201575.9127,172237.0468,0,0,2532,21587,567618.1186238,362166.6776,54210.92452,36853.49753949999,2065,18759,330266.6482451,73235.5941,0,0,9589,35156,4108496.5696538,6657817.6047,410314.75539,486765.52419809997,18176,42082,2727049.3672051,315790.6927,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,2024,June,6,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,677,6987,4128.81,76915.85,39.88,235.94,832,7563,194617.86,70850.8,0,0,6409,6608,3566252.8,6564625.69,459410.1,588764.28,15886,16382,2211691.79,173039.42,0,0,2557,21648,584832.12,388425.35,66498.72,46365.83,2162,19609,338151.11,76682.97,0,0,9643,35243,4155213.73,7029966.89,525948.7,635366.0499999999,18880,43554,2744460.76,320573.19,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,2024,July,7,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,670,6997,4205.08222,76962.4336,54.147090000000006,495.1487837,842,7652,194855.23377,71873.7321,0,0,6443,6640,3612066.13929,6920262.6282,543962.3533399999,683889.960489,16621,17120,2238292.45222,175419.3372,0,0,2595,21874,612620.3594608,410650.5702,78405.85283,56350.9862555,2249,21244,369015.4892579,80103.0107,0,0,9708,35511,4228891.5809708,7407875.632,622422.3532599999,740736.0955281999,19712,46016,2802163.1752478997,327396.08,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,2024,August,8,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,676,7038,4334.53619,78223.5948,72.21188,273.9428283,857,7711,196199.7707,72881.1868,0,0,6471,6671,3698922.708,6944364.919,432415.3264,542252.1771,17324,17822,2257687.866,177110.0251,0,0,2625,22047,641238.6573,427604.654,76545.04537,50724.08596,2309,21988,386793.0272,91533.0645,0,0,9772,35756,4344495.901,7450193.168,509032.5836,593250.2059,20490,47521,2840680.664,341524.2764,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,2024,September,9,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,681,7073,4375.14853,79753.5472,58.88876,502.89676180000004,867,7773,202021.10007,74636.6012,0,0,6516,6711,3773636.11315,6958008.4835,406807.45406,524448.2710068999,18459,18957,2287665.55063,179187.903,0,0,2650,22155,657811.44284,444031.8992,70735.92307,44580.0243034,2349,22727,413414.7555918,90590.2345,0,0,9847,35939,4435822.70452,7481793.9299,477602.26589000004,569531.1920720999,21675,49457,2903101.4062918,344414.7387,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,2024,October,10,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,689,7125,4390.7172,79468.5106,51.88226,531.2139609,892,7855,202714.98367,77299.6665,0,0,6546,6742,3835803.82982,6565004.1562,340049.30296,393956.23690869997,19410,19916,2351025.32998,185339.1499,0,0,2698,22367,685741.5140345,440265.5104,84693.90186000001,55733.57168819999,2413,23383,413678.4566558,86109.5228,0,0,9933,36234,4525936.0610545,7084738.1772,424795.08708,450221.02255779994,22715,51154,2967418.7703058,348748.33920000005,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,2024,November,11,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,696,7113,4378.08147,79331.397,33.45348,313.72893,908,7955,202576.95406,77082.5219,0,0,6559,6755,3900236.09452,6570238.7951,239676.68146999998,302791.1412033,20176,20687,2391575.39086,189869.1996,0,0,2734,22599,703016.6074706,450036.2813,68310.78969,41442.099285300006,2481,24017,420659.1538194,88502.701,0,0,9989,36467,4607630.7834606,7099606.4734,308020.92464,344546.96941859997,23565,52659,3014811.4987394,355454.4225,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,2024,December,12,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,694,7180,4407.80862,79404.0954,39.949009999999994,370.4830045,917,8013,202632.0856,79544.4406,0,0,6591,6789,4038740.68105,6564340.6969,354740.9737999999,444851.69721440005,21295,21811,2388333.91998,190147.5668,0,0,2754,22692,715509.0806588,452643.1231,66093.84233,44848.85169140001,2564,25108,435879.0147432,91135.1526,0,0,10039,36661,4758657.5703288,7096387.9154,420874.7651399999,490071.0319103,24776,54932,3026845.0203231997,360827.16000000003,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,2025,January,1,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,697,7171,4402.79437,79821.6529,126.76068000000002,336.21582879999994,930,8134,209782.23494,80236.7167,0,0,6623,6825,4088826.88474,6313597.7907,312403.10205999995,364275.56329099997,22384,22899,2568052.06892,205135.0987,0,0,2780,22874,735709.1791142,446323.2167,81017.7686,53113.776732399994,2659,25643,445525.426395,93168.6989,0,0,10100,36870,4828938.8582242,6839742.6603,393547.63133999996,417725.55585219996,25973,56676,3223359.730255,378540.51430000004,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,2025,February,2,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,695,7169,4453.94111,79751.7195,78.05883999999999,303.4290081,942,8173,208623.85512,80938.8613,0,0,6646,6850,4125953.51045,5638369.8896,224389.39101999998,253427.0703452,23660,24180,2597105.98193,206289.2519,0,0,2809,22986,749907.2312845,439865.2127,72086.92479999998,45009.113177700005,2719,26201,458375.8536778,95967.9444,0,0,10150,37005,4880314.6828445,6157986.8218,296554.37466,298739.612531,27321,58554,3264105.6907277997,383196.0576,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,2025,March,3,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,691,7203,5420.34381,80728.4942,34.28338000000001,414.4770864999999,955,8292,209072.09994,81939.4885,0,0,6657,6860,4162846.06953,6113470.5903,299271.04547,337283.6875886999,25187,25724,2737412.17765,214607.1251,0,0,2814,22985,763682.5147648,463352.7837,79523.88994,51185.9238345,2779,27372,481455.5899636,98303.3971,0,0,10162,37048,4931948.9281048,6657551.8682,378829.21878999996,388884.0885096999,28921,61388,3427939.8675536,394850.01070000004,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2013-14,2013,April,4,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,469,7084,3803.99967,1137078.1031005608,72.17537,233841.5121883,442,3667,89505.50355,170188.14677992096,374.99836,13809.3225972,5510,11010,3441148.20918,5493861.860542052,50610.65381,99447.4288901655,4291,4605,2918887.80685,278727.39386731596,7.01287,8.75997548,61,2582,71795.17137393999,18649.73033598248,184.48845717,861.535759673998,1570,26747,401064.1986181588,735550.2274717449,343.32012109,153.409064684,6040,20676,3516747.3802239397,6649589.693978596,50867.31763717,334150.47683813947,6303,35019,3409457.5090181585,1184465.7681189817,725.33135109,13971.491637363999,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2013-14,2013,May,5,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,474,7168,3806.21452,1158835.6369818167,65.671,234706.2606118,440,3700,90965.9768,186621.044303503,863.24305,19230.162247,5525,11022,3460953.48383,5541700.008436934,56785.60132,116843.414194282,4378,4702,2971324.33008,284101.0886237819,2.38997,2.644667355,61,2628,67900.60562059001,18366.99650612784,429.54699246,1003.146521489,1638,27229,425707.2157534102,751909.5139137554,438.85888213,184.329504908,6060,20818,3532660.30397059,6718902.641924879,57280.81931246,352552.82132757106,6456,35631,3487997.52263341,1222631.6468410403,1304.49190213,19417.136419263003,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2013-14,2013,June,6,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,479,7181,3857.09515,1176200.7013989089,63.29665,170468.2470802,447,3652,94209.41673,180846.66972721912,523.18326,11025.9676819,5532,11034,3449205.5004,5340040.507479885,52406.07207,109683.27836517146,4429,4757,3070460.71508,293941.34551148093,1.97798,2.0394460960000003,61,2601,61763.08986901,16377.193713317425,162.04225725,608.415744633,1695,27414,428052.91322878905,741368.6746371521,220.5026012200001,124.1663652179998,6072,20816,3514825.6854190095,6532618.402592111,52631.41097725,280759.94119000447,6571,35823,3592723.045038789,1216156.6898758523,745.6638412200001,11152.173493213999,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2013-14,2013,July,7,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,483,7179,3848.37433,1183099.1796775882,55.46445,218329.8187283,441,3579,99569.30028,170173.86142201597,510.18846,12725.0675887,5539,11046,3460115.64404,5151726.865389854,56992.02083,121133.554451106,4487,4820,3121093.73098,298865.9873851431,0.76988,0.415399025,60,2705,60404.98061466997,16992.12305817343,130.62308448,612.428254628001,1662,27495,430448.8368320304,698970.4045828475,199.93887365,81.7848380530001,6082,20930,3524368.9989846703,6351818.168125615,57178.10836448,340075.801434034,6590,35894,3651111.8680920303,1168010.2533900067,710.89721365,12807.267825777999,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2013-14,2013,August,8,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,481,7071,3845.34297,1166054.311950074,33.04779,139803.4230625,468,3623,100406.13641,183154.898429479,270.8219,9092.4052609,5558,11075,3485096.8907,5090498.223016732,57154.84874,121665.631672947,4545,4891,3146758.80563,301517.32258669904,0.72654,0.273725095,60,3047,59010.353901899995,17515.445416139595,163.17457911,810.931240686,1646,27588,412336.4580034691,624512.8860362693,211.03702505,45.405009646,6099,21193,3547952.5875719,6274067.980382945,57351.071109109995,262279.985976133,6659,36102,3659501.400043469,1109185.1070524473,482.58546505000004,9138.083995640998,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2013-14,2013,September,9,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,487,7063,3895.20974,1169070.51876749,50.85589,127448.2046935,482,3679,103043.28737,187500.21773665797,847.67292,13511.4942726,5572,11090,3482660.18649,5344143.488378303,58253.14054,122287.155720654,4625,4972,3220865.2332,308951.85330947,0.50308,0.182771215,56,3432,70558.17372502999,27929.730147751805,252.83387315,642.813837416001,1646,28025,406977.5788511895,641494.5346145171,113.4952521,109.773163931,6115,21585,3557113.56995503,6541143.737293545,58556.830303149996,250378.17425157002,6753,36676,3730886.0994211896,1137946.605660645,961.6712521,13621.450207746002,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2013-14,2013,October,10,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,490,7090,3919.39048,1181314.491602841,68.41302,153583.256726,494,3717,104447.75388,207973.35988789308,4415.10735,8722.741257,5588,11117,3506330.9066,5772796.368880153,51762.15399,95676.72874696115,4709,5060,3236811.09283,310876.24061646103,0.80064,0.30955111500000004,57,3713,70386.08353686,27995.918921031647,84.26357704,612.4912189850004,1698,22387,409491.5060943791,691096.585143881,145.65364086000034,126.82665729599994,6135,21920,3580636.38061686,6982106.7794040255,51914.83058704,249872.47669194615,6901,31164,3750750.3528043795,1209946.185648235,4561.561630860001,8849.877465411,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2013-14,2013,November,11,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,493,7074,3930.23617,1181210.0631230741,21.00093,113731.3612267,501,3721,105068.68994,225488.5973034671,2840.92213,9949.9932601,5599,11138,3502440.19426,5735748.843796263,50684.72804,97363.38608705644,4796,5151,3320539.27645,318475.7868983871,3.2154,1.3327268800000003,58,3841,70865.25686493999,27909.96400598112,150.30721236999997,456.39444690199986,1698,22387,412574.1188799709,714402.9623696291,111.54755657000001,116.82604469800022,6150,22053,3577235.6872949395,6944868.870925319,50856.03618237,211551.14176065844,6995,31259,3838182.085269971,1258367.3465714832,2955.68508657,10068.152031678,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2013-14,2013,December,12,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,494,7081,3931.13642,1188147.421781165,30.1068,119859.4745814,497,3668,109658.39773,218978.575088547,3997.29008,13268.925593,5612,11174,3506470.37114,5972649.921769049,58623.2873,110959.14950002922,4869,5229,3326387.01897,319096.18558083806,1.26951,0.4570022500000001,59,4021,74112.79092433,27722.61420734267,107.17043582999999,530.4908181349999,1748,22453,423916.41150163056,743740.155422748,1078.0534792499975,332.14516157399953,6165,22276,3584514.2984843296,7188519.957757557,58760.56453583,231349.1148995642,7114,31350,3859961.8282016306,1281814.9160921331,5076.613069249997,13601.527756823998,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2013-14,2014,January,1,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,502,6973,3914.54234,1192719.667705815,8754.69788,173730.2188822,508,3708,112273.54288,232907.12263297397,648.89226,12828.478446,5629,11214,3516589.45384,5734505.9187317295,57877.64418,116920.11925941435,4925,5289,3372761.15863,323396.01902794803,1.84869,0.6772387699999999,59,4464,76272.41333131999,27771.424399597963,263.53793951,552.2684118999998,1803,19833,499525.00249629974,760624.7524824055,65.50177436000001,128.93858357199994,6190,22651,3596776.4095113203,6954997.010837142,66895.87999951,291202.6065535143,7236,28830,3984559.7040063,1316927.8941433276,716.24272436,12958.094268342,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2013-14,2014,February,2,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,504,7040,3945.58938,1205224.2435814028,83.80548,109408.4379875,514,3740,113275.49257,239773.41217310898,4142.8277,16116.5724452,5639,11238,3522145.62621,5870023.225639239,43343.94121,89217.03260754608,5021,5396,3401452.5807,326090.309462347,5.53842,2.2057664100000007,61,4949,80763.34520275999,28435.97604005783,132.46886454,426.87721803,1822,19199,508779.87302091956,793754.8161402041,70.24024801999987,107.63896617000003,6204,23227,3606854.5607927595,7103683.4452607,43560.21555454,199052.34781307605,7357,28335,4023507.946290919,1359618.53777566,4218.6063680199995,16226.417177779998,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2013-14,2014,March,3,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,509,7163,1292.77928,1217067.2646493872,1.14965,8296.19,526,3862,115157.78593,260605.01483006598,1846.94152,261969.2683901,5668,11285,3528161.18367,6286296.911058468,64253.3419,138604.99866416142,5164,5545,3477174.20348,333594.915951441,12.32583,3.423056155,60,5401,280627.97392655996,29625.373052952636,7635.03748779,774.895925717,1851,19469,552620.4227974389,812686.7153118352,109.73051168000039,126.63546759799998,6237,23849,3810081.93687656,7532989.548760808,71889.52903779,147676.08458987842,7541,28876,4144952.4122074386,1406886.646093342,1968.9978616800004,262099.32691385303,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2014-15,2014,April,4,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,516,7337,1311.1938,1226201.2489930391,30.54482,157275.09541,543,3768,120896.46717,251022.66799510692,3039.25659,11971.0306316,5683,11312,3542290.32725,6340626.738941711,66321.57196,138137.2450870883,5215,5600,3507212.65158,336618.70698061696,3.66779,1.689553121,62,5467,283247.70506848994,29916.010160297785,17714.399232239997,735.2642601070005,1977,19818,591367.2627155512,800294.7283695352,156.83969361000013,110.95874438999996,6261,24116,3826849.22611849,7596743.998095049,84066.51601224,296147.6047571953,7735,29186,4219476.381465551,1387936.103345259,3199.76407361,12083.678929111,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2014-15,2014,May,5,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,530,7286,1332.30852,1216070.6573652232,64.62663,184831.8694093,540,3789,120874.90558,253909.53027745197,504.8681,10122.7674444,5700,11338,3551479.44913,7089248.509260372,101531.6442,192628.214195987,5302,5691,3713971.51044,357403.70704815193,2.05313,1.1752471910000002,61,5680,283235.8833119901,31516.164863146565,6750.272549810001,1151.9315698719997,2023,20227,529397.3807245214,815907.1881565676,456.30242612999956,231.99624039600033,6291,24304,3836047.64096199,8336835.3314887425,108346.54337981,378612.01517515903,7865,29707,4364243.796744522,1427220.4254821716,963.2236561299997,10355.938931987,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2014-15,2014,June,6,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,539,7316,1347.28272,1221387.8386744652,79.77918,144756.5958364,551,3851,120938.45558,263045.89593613,424.10117,18324.424522,5717,11369,3565719.54386,7599685.210329105,109507.15012,204730.90724157577,5391,5781,3740587.6004,360342.98904400994,3.12381,2.3059044149999997,60,5893,285228.7184245601,32518.070998973268,4052.5801016499995,921.6369980470001,2050,20426,551965.2239793406,807784.7034863981,257.76438208000013,168.2868762190001,6316,24578,3852295.54500456,8853591.120002545,113639.50940165001,350409.14007602277,7992,30058,4413491.279959341,1431173.588466538,684.9893620800001,18495.017302634,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
